tire_key,tire_no,tire_no_raw,source_pdf_page,size_raw,manufacturer_code,manufacturer_name,brand_name_raw,cords_raw,construction_type,construction_name,construction_source,remarks_raw,mapped_package_count,exact_ocr_package_count,best_mapping_confidence,first_data_volume,first_data_page,measurement_page_count,cornering_coeff_page_count,braking_coeff_page_count,evidence_class,transcription_status,identity_scope,racing_applicability_default,curve_digitization_status
TIRF-190,190,190,222,155SR13,GY,Goodyear,G800 + S,ZP+2S/2P,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,5,170,3,1,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-191,191,191,222,165 SR13,GY,Goodyear,G800 + 5,2P+2S/2P,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-192,192,192,222,175SR13,GY,Goodyear,G800 + 5 .2P+2S/2P,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,5,184,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-193,193,193,222,165SR14,GY,Goodyear,G800 + 5,IP+2S/2P,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,5,192,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-194,194,194,222,175SR14,GY,Goodyear,G800 + 5,2N+ZS/ZN,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,5,198,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-195,195,195,222,185SR14,GY,Goodyear,G800 + 5,ZP+2S/ZP,R,Radial Ply,Appendix B OCR / direct row,,3,2,HIGH,5,206,7,4,3,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-196,196,196,222,155SR15,GY,Goodyear,G800 + 5,2P+2S/2P,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,5,238,4,2,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-197,197,191,222,165 SR15,GY,Goodyear,G800 + S,ZP+ZS/2P,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-198,198,198,222,CR 70-13,GY,Goodyear,Custom Steelgard Rad.Wide Tread,ZP+2S/ZP,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-199,199,199,222,AR 78-13,GY,Goodyear,Custom Steelgard Radial,ZP+ZS/ZP,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-200,200,ZOO,222,BR 78-13,GY,Goodyear,Custom Steelgard Radial,ZP+ZS/2P,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-201,201,ZOI,222,DR 78-14,GY,Goodyear,Custom Steelgard Radial,ZP+2S/ZP,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,5,254,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-202,202,202,222,FR 78-14,GY,Goodyear,Custom Steelgard Radial,2P+2S/2P,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,5,262,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-203,203,203,222,AR 70-13,GY,Goodyear,Powersteel Radial WT,2P+4R+lS/zp,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,5,270,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-204,204,Z04,222,BR 70-13,GY,Goodyear,Powersteel Radial WT,ZP+4R+lS/ZP,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,5,278,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-205,205,205,222,DR 70-14,GY,Goodyear,Powersteel Radial WT,ZP+4R+lS/2P,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,5,286,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-206,206,Z06,223,ER70-l4,GY,Goodyear,Radial WT ZP+4R+lS/ZP,i,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,5,294,4,3,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-207,207,Z07,223,FR70-l4,GY,Goodyear,Radial WT ZP+4R+lS/ZP,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-208,208,Z08,223,GR70-l4,GY,Goodyear,Radial WT ZP+4R+lS/ZP,,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,5,318,4,2,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-209,209,209,223,HR70-l4,GY,Goodyear,Radial WT 2P+4R+lS/ZP,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-210,210,ZlO,223,GR70-l5,GY,Goodyear,Wide Tread Radial ZP+ZS/ZP,,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,5,334,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-211,211,211,223,HR78-l5,GY,Goodyear,Eagle ZP+ZAramid+,'·R,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,5,342,1,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-212,212,ZIZ,223,JR78-15,GY,Goodyear,Eagle ZP+2Aramid+,,R,Radial Ply,Appendix B OCR / direct row,,5,1,HIGH,5,350,14,6,6,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-213,213,Z13,223,LR78-15,GY,Goodyear,Eagle ZP+ZAramid+,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-214,214,Z14,223,HR78-14,GY,Goodyear,Steel' Belted Radial 2P+ZS/ZP,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-215,215,215,223,JR78-15,GY,Goodyear,Steel Belted Radial ZP+2S/2P,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-217,217,Z17,223,JR78-15,BFG,BF Goodrich,78 Radial Steel 2P+2S/ZP,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-218,218,Z18,223,LR78-l5,BFG,BF Goodrich,78 Radial Steel· ZP+ZS/ZP,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-219,219,219,223,HR78-15,BFG,BF Goodrich,Radial Steel R/S 7R+lS/3R,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-220,220,ZZO,223,JR78-15,BFG,BF Goodrich,Radial Steel R/S 7R+lS/3R,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-221,221,Z21,223,LR78~15,BFG,BF Goodrich,Radial Steel ZP+ZS/ZP,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-222,222,ZZ2,223,l65SR14,BFG,BF Goodrich,100 6R/ZR,,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,5,420,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-223,223,ZZ3,223,l65SR15,BFG,BF Goodrich,100 6R/ZR,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-224,224,ZZ4,223,GR70-15,BFG,BF Goodrich,Lifesaver ZR+2S/2R,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-225,225,ZZ5,223,ER70-l4,BFG,BF Goodrich,Radial XL-lOO 6R/ZR,,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,5,428,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-226,226,ZZ6,223,FR70-l4,BFG,BF Goodrich,Radial'XL-lOO 6R/ZR,,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,5,436,3,2,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-227,227,2Z7,223,GR70-l4,BFG,BF Goodrich,Radial XL-IOO 6R/ZR,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,5,452,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-228,228,-228,224,HR70-14,BFG,BF Goodrich,Lifesaver Radial XL-IOO,7R/3R,R,Radial Ply,Appendix B OCR / direct row,.,1,0,MEDIUM,5,460,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-229,229,229,224,GR70-15,BFG,BF Goodrich,Lifesaver Radial XL-IOO,6R/2R,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,5,468,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-230,230,230,224,HR70-15,BFG,BF Goodrich,Lifesaver Radial XL-I 00,6R/2R,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,5,476,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-231,231,231,224,JR7O-15,BFG,BF Goodrich,Lifesaver Radial XL-IOO,6R/2R,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-232,232,232,224,LR70-15,BFG,BF Goodrich,Lif~saver Radial XL-I00,6R/2R,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,6,19,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-233,233,233,224,HR70-14-,BFG,BF Goodrich,Trailmaker Radial,7R/3R,R,Radial Ply,Appendix B OCR / direct row,Snow,1,0,LOW,6,27,4,2,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-234,234,234,224,GR70-15,BFG,BF Goodrich,Trailmaker Radial,6R/2R,R,Radial Ply,Appendix B OCR / direct row,Snow',1,0,MEDIUM,6,43,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-235,235,235,224,185-14X,MI,Michelin,XWW Radial 2R+2S/2R,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-236,236,236,224,195-14,MI,Michelin,XWW,2R+2S/2R,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,51,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-237,237,237,224,205-14X,MI,Michelin,XWW 2R+2S/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,6,59,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-238,238,238,224,215-14,MI,Michelin,XWW,2R+2S/2R,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,67,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-239,239,239,224,205-15,MI,Michelin,XWW 2R+2S/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,75,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-240,240,240,224,215-15,MI,Michelin,XWW 2R+2S/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,6,83,4,2,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-241,241,241,224,225-15,MI,Michelin,XWW 2R+2S/2R,,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-242,242,242,224,215-14,MI,Michelin,XWW -2R+2S/2R,,R,Radial Ply,Appendix B OCR / direct row,Snow,1,1,HIGH,6,99,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-243,243,243,224,205-15,MI,Michelin,XWW 2R+2S/2R,,R,Radial Ply,Appendix B OCR / direct row,Snow,1,0,HIGH,6,107,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-244,244,244,224,AR78-13,CO,Cooper,Lifeliner Steel Radial 2P+2S/2P,,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,6,115,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-245,245,245,224,BR78-13,CO,Cooper,Lifeliner Steel Radial 2P+2S/2P,,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,6,123,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-246,246,246,224,ER78-14,CO,Cooper,Lifeliner Steel Radial,2P+2S/2P,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,131,3,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-248,248,248,224,GR78-14,CO,Cooper,Lifeliner Steel Radial,2P+2S/2P,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-249,249,249,224,HR78-14,CO,Cooper,Lifeliner Steel Radial 2P+2S/2P,_,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,6,147,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-250,250,250,224,GR78-15,CO,Cooper,Lifeliner Steel Radial,2P+ZS/ZP,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,6,155,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-251,251,·Z51,225,I HR78-15,CO,Cooper,Lifeliner Steel Radial,ZP+ZS/ZP,R,Radial Ply,Appendix B OCR / direct row,,2,2,HIGH,6,163,6,2,3,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-252,252,Z5Z,225,I JR78-15,CO,Cooper,Lifeliner Steel Radial,ZP+ZS/ZP,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-253,253,Z53,225,LR78-15,CO,Cooper,Lifeliner Steel Radial,ZP+ZS/ZP,R,Radial Ply,Appendix B OCR / direct row,,1,0,HIGH,6,187,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-254,254,Z54,225,LR78-15,CO,Cooper,Lifeliner Steel Radial,ZP+ZS/ZP,R,Radial Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-255,255,Z55,225,I LR78-15,CO,Cooper,Lifeliner Steel Radial,ZP+ZS/ZP,R,Radial Ply,Appendix B OCR / direct row,iI,1,1,HIGH,6,195,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-256,256,Z56,225,. BR70-13,DA,Dayton,Dayton Thorobred Steel Radial XS,6R+lS/ZR,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,203,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-258,258,Z58,225,ER70-14,DA,Dayton,Dayton Steel Radial XS,6R+lS/ZR,R,Radial Ply,Appendix B OCR / direct row,.,1,1,HIGH,6,211,2,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-259,259,Z59,225,FR70-14,DA,Dayton,Steel Radial XS,6R+lS/ZR,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,6,219,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-260,260,Z60,225,GR70-14,DA,Dayton,Steel Radial XS,6R+lS/ZR,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,227,1,0,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-261,261,Z61,225,HR70-14,DA,Dayton,Steel Radial XS .,·6R+lS/ZR,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,235,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-262,262,Z6Z,225,GR70-15,DA,Dayton,Steel Radial XS,6R+lS/ZR,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,243,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-263,263,Z63,225,HR70-15,DA,Dayton,Thorobred Steel Radial XS,6R+lS/ZR,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,6,251,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
