document_target_id,status,priority_score,weakness_id,weakness,era,year_start,year_end,series_class,supplier,evidence_subtopic,repository_target,target_document_type,search_query,expected_evidence_fields,must_extract,acceptance_rule,do_not_infer,priority
DOC-04677,TO_ACQUIRE_REAL_DOCUMENT,90,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1966-1971,1966,1971,Japanese JGTC/GT500,Pirelli,water depth traction,NASA NTRS,government technical report,"""Pirelli"" ""Japanese JGTC/GT500"" 1966 1971 tire tyre water depth traction race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04678,TO_ACQUIRE_REAL_DOCUMENT,110,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",2002-2010,2002,2010,GT40/1960s endurance,Firestone,wet hot pressure,FIA/event regulations,regulation,"""Firestone"" ""GT40/1960s endurance"" 2002 2010 tire tyre wet hot pressure race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-04679,TO_ACQUIRE_REAL_DOCUMENT,95,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1987-1991,1987,1991,IMSA GTS/GT,Dunlop,full wet operating temperature,NASA NTRS,government technical report,"""Dunlop"" ""IMSA GTS/GT"" 1987 1991 tire tyre full wet operating temperature race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-04680,TO_ACQUIRE_REAL_DOCUMENT,105,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1972-1976,1972,1976,Indy/USAC/CART,Avon,wet camber/pressure setup,FIA/event regulations,regulation,"""Avon"" ""Indy/USAC/CART"" 1972 1976 tire tyre wet camber/pressure setup race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-04681,TO_ACQUIRE_REAL_DOCUMENT,95,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1950-1959,1950,1959,Le Mans GT1,Michelin,rain tire tread breakup,NASA NTRS,government technical report,"""Michelin"" ""Le Mans GT1"" 1950 1959 tire tyre rain tire tread breakup race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-04682,TO_ACQUIRE_REAL_DOCUMENT,90,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1992-1996,1992,1996,Formula 3/Formula Junior,Goodyear,wet-dry crossover,FIA/event regulations,regulation,"""Goodyear"" ""Formula 3/Formula Junior"" 1992 1996 tire tyre wet-dry crossover race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04683,TO_ACQUIRE_REAL_DOCUMENT,65,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1977-1981,1977,1981,World Rally/Rallycross,Bridgestone/other,groove void ratio,NASA NTRS,government technical report,"""World Rally/Rallycross"" 1977 1981 tire tyre groove void ratio race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04684,TO_ACQUIRE_REAL_DOCUMENT,65,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1960-1965,1960,1965,Formula 1,Pirelli,hydroplaning speed,FIA/event regulations,regulation,"""Pirelli"" ""Formula 1"" 1960 1965 tire tyre hydroplaning speed race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04685,TO_ACQUIRE_REAL_DOCUMENT,80,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1997-2001,1997,2001,Group C/IMSA GTP,Firestone,wet cold pressure,NASA NTRS,government technical report,"""Firestone"" ""Group C/IMSA GTP"" 1997 2001 tire tyre wet cold pressure race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04686,TO_ACQUIRE_REAL_DOCUMENT,80,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1982-1986,1982,1986,General racing tire,Dunlop,intermediate operating temperature,FIA/event regulations,regulation,"""Dunlop"" ""General racing tire"" 1982 1986 tire tyre intermediate operating temperature race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04687,TO_ACQUIRE_REAL_DOCUMENT,90,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1966-1971,1966,1971,Trans-Am/IMSA sedan,Avon,standing water evacuation,NASA NTRS,government technical report,"""Avon"" ""Trans-Am/IMSA sedan"" 1966 1971 tire tyre standing water evacuation race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04688,TO_ACQUIRE_REAL_DOCUMENT,65,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",2002-2010,2002,2010,Club/Formula Ford,Michelin,damp track intermediate,FIA/event regulations,regulation,"""Michelin"" ""Club/Formula Ford"" 2002 2010 tire tyre damp track intermediate race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04689,TO_ACQUIRE_REAL_DOCUMENT,95,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1987-1991,1987,1991,Group 2/ETCC touring,Goodyear,intermediate-dry overheating,Motor Sport archive,period race report / technical feature,"""Goodyear"" ""Group 2/ETCC touring"" 1987 1991 tire tyre intermediate-dry overheating race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-04690,TO_ACQUIRE_REAL_DOCUMENT,90,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1972-1976,1972,1976,Japanese JGTC/GT500,Bridgestone/other,compound wet friction,road-surface research archive,technical report,"""Japanese JGTC/GT500"" 1972 1976 tire tyre compound wet friction race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04691,TO_ACQUIRE_REAL_DOCUMENT,65,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1950-1959,1950,1959,Can-Am/Group 7,Avon,tread depth effect,Motor Sport archive,period race report / technical feature,"""Avon"" ""Can-Am/Group 7"" 1950 1959 tire tyre tread depth effect race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04692,TO_ACQUIRE_REAL_DOCUMENT,90,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1992-1996,1992,1996,GT2/GTS,Michelin,water depth traction,road-surface research archive,technical report,"""Michelin"" ""GT2/GTS"" 1992 1996 tire tyre water depth traction race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04693,TO_ACQUIRE_REAL_DOCUMENT,80,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1977-1981,1977,1981,1950s-60s sports racing,Goodyear,wet hot pressure,Motor Sport archive,period race report / technical feature,"""Goodyear"" ""1950s-60s sports racing"" 1977 1981 tire tyre wet hot pressure race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04694,TO_ACQUIRE_REAL_DOCUMENT,95,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1960-1965,1960,1965,Le Mans GT1,Bridgestone/other,full wet operating temperature,road-surface research archive,technical report,"""Le Mans GT1"" 1960 1965 tire tyre full wet operating temperature race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-04695,TO_ACQUIRE_REAL_DOCUMENT,80,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1997-2001,1997,2001,Formula 3/Formula Junior,Pirelli,wet camber/pressure setup,Motor Sport archive,period race report / technical feature,"""Pirelli"" ""Formula 3/Formula Junior"" 1997 2001 tire tyre wet camber/pressure setup race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04696,TO_ACQUIRE_REAL_DOCUMENT,65,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1982-1986,1982,1986,World Rally/Rallycross,Firestone,rain tire tread breakup,road-surface research archive,technical report,"""Firestone"" ""World Rally/Rallycross"" 1982 1986 tire tyre rain tire tread breakup race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04697,TO_ACQUIRE_REAL_DOCUMENT,90,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1966-1971,1966,1971,Formula 1,Dunlop,wet-dry crossover,Motor Sport archive,period race report / technical feature,"""Dunlop"" ""Formula 1"" 1966 1971 tire tyre wet-dry crossover race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04698,TO_ACQUIRE_REAL_DOCUMENT,65,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",2002-2010,2002,2010,Group C/IMSA GTP,Avon,groove void ratio,road-surface research archive,technical report,"""Avon"" ""Group C/IMSA GTP"" 2002 2010 tire tyre groove void ratio race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04699,TO_ACQUIRE_REAL_DOCUMENT,65,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1987-1991,1987,1991,General racing tire,Michelin,tread depth effect,Motor Sport archive,period race report / technical feature,"""Michelin"" ""General racing tire"" 1987 1991 tire tyre tread depth effect race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04700,TO_ACQUIRE_REAL_DOCUMENT,90,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1972-1976,1972,1976,Trans-Am/IMSA sedan,Goodyear,water depth traction,road-surface research archive,technical report,"""Goodyear"" ""Trans-Am/IMSA sedan"" 1972 1976 tire tyre water depth traction race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04701,TO_ACQUIRE_REAL_DOCUMENT,80,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1950-1959,1950,1959,Historic racing reference,Bridgestone/other,wet hot pressure,Motor Sport archive,period race report / technical feature,"""Historic racing reference"" 1950 1959 tire tyre wet hot pressure race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04702,TO_ACQUIRE_REAL_DOCUMENT,90,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1992-1996,1992,1996,Group 4/5 GT,Pirelli,full wet operating temperature,SAE Mobilus,technical paper,"""Pirelli"" ""Group 4/5 GT"" 1992 1996 tire tyre full wet operating temperature race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04703,TO_ACQUIRE_REAL_DOCUMENT,80,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1977-1981,1977,1981,LMP/Prototype,Firestone,wet camber/pressure setup,manufacturer motorsport technical,supplier motorsport document,"""Firestone"" ""LMP/Prototype"" 1977 1981 tire tyre wet camber/pressure setup race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04704,TO_ACQUIRE_REAL_DOCUMENT,65,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1960-1965,1960,1965,Can-Am/Group 7,Dunlop,rain tire tread breakup,SAE Mobilus,technical paper,"""Dunlop"" ""Can-Am/Group 7"" 1960 1965 tire tyre rain tire tread breakup race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04705,TO_ACQUIRE_REAL_DOCUMENT,65,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1997-2001,1997,2001,GT2/GTS,Avon,wet-dry crossover,manufacturer motorsport technical,supplier motorsport document,"""Avon"" ""GT2/GTS"" 1997 2001 tire tyre wet-dry crossover race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
DOC-04706,TO_ACQUIRE_REAL_DOCUMENT,65,W04_WET_INTERMEDIATE,"Wet/intermediate compounds, water depth, hydroplaning, wet pressure/temperature, tread/groove and transition behavior",1982-1986,1982,1986,1950s-60s sports racing,Michelin,groove void ratio,SAE Mobilus,technical paper,"""Michelin"" ""1950s-60s sports racing"" 1982 1986 tire tyre groove void ratio race report",wet;intermediate;hydroplaning;water,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P2
