weakness,subjectPeriodStart,subjectPeriodEnd,historicalClass,supplier,documentType,activeTargetCount
"W03_FM_STIFFNESS_TRANSIENT","1956","1959","Formula 2 — 1956-1960","Bridgestone/other","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1993","1996","DTM / ITC — Class 1","Avon","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1977","1981","General Tire Mechanics","Michelin","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1960","1965","NASCAR stock car — 1950-1971","Goodyear","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1997","2001","Historic Racing Reference","Bridgestone/other","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","Group C","Pirelli","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1966","1971","Sports racing / prototypes — 1964-1971","Firestone","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","1974","Can-Am — original","Dunlop","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","Japanese GT / touring — pre-JGTC","Avon","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1992","1996","CART / Indy-car","Bridgestone/other","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1977","1981","Group 4 Special GT — 1970-1981","Pirelli","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1964","1965","Formula 2 — 1964-1966","Firestone","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","2000","2001","DTM — silhouette era","Dunlop","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","General Tire Mechanics","Avon","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1966","1971","NASCAR stock car — 1950-1971","Michelin","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","2010","Historic Racing Reference","Goodyear","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","Trans-Am — 1982-2001","Dunlop","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1972","1976","Formula Ford — 1967-1976","Avon","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1950","1959","Touring / saloon racing — pre-1963","Michelin","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1994","1996","JGTC — 1994-1999 (GT1/GT2 terminology)","Goodyear","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1960","1965","US GT / sports racing — pre-IMSA GT","Pirelli","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1997","2001","CART / Indy-car","Firestone","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","Group C","Dunlop","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1967","1971","Formula 2 — 1967-1971","Avon","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","2010","DTM — silhouette era","Michelin","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","Formula 1 — turbo/radial slick era","Goodyear","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1972","1976","Sports racing / prototypes — 1972-1981","Bridgestone/other","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1950","1959","General Racing Tire","Pirelli","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1992","1996","Trans-Am — 1982-2001","Firestone","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1977","1981","Formula Ford — 1977-1981","Dunlop","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1963","1965","Group 2 / ETCC — 1963-1969","Avon","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","Historic Racing Reference","Firestone","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","2003","CART / Indy-car","Avon","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","Group C","Michelin","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1974","1976","Formula 3 — 1974-1986","Goodyear","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1950","1959","International rally — pre-WRC","Bridgestone/other","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1992","1996","Formula 1 — 1990s radial slick/grooved transition","Pirelli","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1977","1981","Sports racing / prototypes — 1972-1981","Firestone","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1960","1965","General Racing Tire","Dunlop","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1997","2001","Trans-Am — 1982-2001","Avon","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","Formula Ford — 1982-1992","Michelin","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1966","1969","Group 2 / ETCC — 1963-1969","Goodyear","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1993","1996","Le Mans Prototype transition","Avon","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1977","1981","Formula 3 — 1974-1986","Pirelli","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1960","1965","International rally — pre-WRC","Firestone","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1997","2001","Formula 1 — 1990s radial slick/grooved transition","Dunlop","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","IMSA GTP","Avon","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1966","1971","General Racing Tire","Michelin","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","1972","Trans-Am — 1966-1972","Goodyear","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","Historic Racing Reference","Bridgestone/other","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1950","1959","Sports racing / prototypes — 1950-1963","Firestone","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1960","1965","Historic Racing Reference","Michelin","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1997","2001","FIA GT — 1997-2009","Goodyear","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","Formula 3 — 1974-1986","Bridgestone/other","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1966","1971","International rally — pre-WRC","Pirelli","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","2010","Formula 1 — grooved-to-slick-return era","Firestone","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","Group A touring — 1982-1992","Dunlop","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1972","1976","General Tire Mechanics","Bridgestone/other","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1950","1959","NASCAR stock car — 1950-1971","Pirelli","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1992","1996","Historic Racing Reference","Firestone","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1960","1963","Sports racing / prototypes — 1950-1963","Avon","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1997","1974","Can-Am — original","Michelin","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","IMSA GT — 1982-1993","Goodyear","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","2009","FIA GT — 1997-2009","Pirelli","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","CART / Indy-car","Firestone","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1972","1976","Group 4 Special GT — 1970-1981","Dunlop","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1956","1959","Formula 2 — 1956-1960","Avon","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1993","1996","DTM / ITC — Class 1","Michelin","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1977","1981","General Tire Mechanics","Goodyear","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1960","1965","NASCAR stock car — 1950-1971","Bridgestone/other","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1997","2001","Historic Racing Reference","Pirelli","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","Group C","Firestone","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1966","1971","Sports racing / prototypes — 1964-1971","Goodyear","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","1974","Can-Am — original","Bridgestone/other","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1972","1976","Sports racing / prototypes — 1972-1981","Firestone","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1950","1959","US GT / sports racing — pre-IMSA GT","Dunlop","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1992","1996","CART / Indy-car","Avon","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1977","1981","Group 4 Special GT — 1970-1981","Michelin","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1964","1965","Formula 2 — 1964-1966","Goodyear","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","2000","2001","DTM — silhouette era","Bridgestone/other","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","General Tire Mechanics","Pirelli","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1966","1971","NASCAR stock car — 1950-1971","Firestone","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","2010","Historic Racing Reference","Dunlop","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","Trans-Am — 1982-2001","Avon","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1960","1965","US GT / sports racing — pre-IMSA GT","Michelin","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1997","2001","CART / Indy-car","Goodyear","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","Group C","Bridgestone/other","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1967","1971","Formula 2 — 1967-1971","Pirelli","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","2010","DTM — silhouette era","Firestone","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","Formula 1 — turbo/radial slick era","Dunlop","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1972","1976","Sports racing / prototypes — 1972-1981","Avon","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1950","1959","General Racing Tire","Michelin","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1992","1996","Trans-Am — 1982-2001","Goodyear","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","Historic Racing Reference","Dunlop","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1966","1970","US GT / sports racing — pre-IMSA GT","Avon","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","2003","CART / Indy-car","Michelin","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","Group C","Goodyear","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1974","1976","Formula 3 — 1974-1986","Bridgestone/other","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1950","1959","International rally — pre-WRC","Avon","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1992","1996","Formula 1 — 1990s radial slick/grooved transition","Michelin","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1977","1981","Sports racing / prototypes — 1972-1981","Goodyear","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1960","1965","General Racing Tire","Bridgestone/other","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1997","2001","Trans-Am — 1982-2001","Pirelli","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","Formula Ford — 1982-1992","Firestone","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1966","1969","Group 2 / ETCC — 1963-1969","Dunlop","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","2005","2010","SUPER GT — 2005-2010","Avon","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1974","Can-Am — original","Michelin","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1993","1996","Le Mans Prototype transition","Pirelli","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1977","1981","Formula 3 — 1974-1986","Firestone","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1960","1965","International rally — pre-WRC","Dunlop","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1997","2001","Formula 1 — 1990s radial slick/grooved transition","Avon","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","IMSA GTP","Michelin","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1966","1971","General Racing Tire","Goodyear","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","1972","Trans-Am — 1966-1972","Dunlop","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","Historic Racing Reference","Avon","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1992","1974","Can-Am — original","Bridgestone/other","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1960","1965","Historic Racing Reference","Firestone","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1997","2001","FIA GT — 1997-2009","Dunlop","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","Formula 3 — 1974-1986","Avon","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1966","1971","International rally — pre-WRC","Michelin","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","2010","Formula 1 — grooved-to-slick-return era","Goodyear","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","Group A touring — 1982-1992","Bridgestone/other","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1972","1976","General Tire Mechanics","Pirelli","test methodology","1"
"W03_FM_STIFFNESS_TRANSIENT","1950","1959","NASCAR stock car — 1950-1971","Firestone","government technical report","1"
"W03_FM_STIFFNESS_TRANSIENT","1997","1974","Can-Am — original","Firestone","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","IMSA GT — 1982-1993","Dunlop","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1966","1971","Sports racing / prototypes — 1964-1971","Avon","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","2009","FIA GT — 1997-2009","Michelin","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","CART / Indy-car","Goodyear","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1972","1976","Group 4 Special GT — 1970-1981","Bridgestone/other","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1956","1959","Formula 2 — 1956-1960","Pirelli","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1993","1996","DTM / ITC — Class 1","Firestone","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","1977","1981","General Tire Mechanics","Dunlop","technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1960","1965","NASCAR stock car — 1950-1971","Avon","thesis/dissertation","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","1974","Can-Am — original","Pirelli","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1987","1991","Japanese GT / touring — pre-JGTC","Firestone","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1950","1959","US GT / sports racing — pre-IMSA GT","Avon","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1992","1996","CART / Indy-car","Pirelli","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1977","1981","Group 4 Special GT — 1970-1981","Firestone","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1964","1965","Formula 2 — 1964-1966","Dunlop","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","2000","2001","DTM — silhouette era","Avon","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1982","1986","General Tire Mechanics","Michelin","supplier technical paper","1"
"W03_FM_STIFFNESS_TRANSIENT","1966","1971","NASCAR stock car — 1950-1971","Goodyear","peer-reviewed paper","1"
"W03_FM_STIFFNESS_TRANSIENT","2002","2010","Historic Racing Reference","Bridgestone/other","supplier technical paper","1"
"W04_WET_INTERMEDIATE","1960","1962","Touring / saloon racing — pre-1963","Goodyear","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1997","2001","Formula Ford — 1993-2010","Bridgestone/other","technical paper","1"
"W04_WET_INTERMEDIATE","1982","1986","Group A touring — 1982-1992","Pirelli","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1966","1971","Japanese GT / touring — pre-JGTC","Firestone","technical paper","1"
"W04_WET_INTERMEDIATE","2002","2010","Historic Racing Reference","Dunlop","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1987","1991","IMSA GT — 1982-1993","Avon","technical paper","1"
"W04_WET_INTERMEDIATE","1972","1976","USAC Championship Car / Indianapolis","Michelin","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1950","1959","Sports racing / prototypes — 1950-1963","Goodyear","technical paper","1"
"W04_WET_INTERMEDIATE","1992","1996","Formula 3 — 1991-2010","Bridgestone/other","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1977","1981","Rallycross — 1967-1981","Pirelli","technical paper","1"
"W04_WET_INTERMEDIATE","1997","1999","Le Mans Prototype transition","Dunlop","government technical report","1"
"W04_WET_INTERMEDIATE","1982","1986","General Racing Tire","Avon","technical paper","1"
"W04_WET_INTERMEDIATE","1966","1971","Trans-Am — 1966-1972","Michelin","government technical report","1"
"W04_WET_INTERMEDIATE","2002","2010","Formula Ford — 1993-2010","Firestone","period technical/race article","1"
"W04_WET_INTERMEDIATE","1987","1991","Group A touring — 1982-1992","Dunlop","government technical report","1"
"W04_WET_INTERMEDIATE","1972","1976","Japanese GT / touring — pre-JGTC","Avon","period technical/race article","1"
"W04_WET_INTERMEDIATE","1994","1996","GT2 / GTS — 1994-2004 sanction-specific","Goodyear","period technical/race article","1"
"W04_WET_INTERMEDIATE","1977","1981","Historic Racing Reference","Bridgestone/other","government technical report","1"
"W04_WET_INTERMEDIATE","1997","2001","Formula 3 — 1991-2010","Firestone","government technical report","1"
"W04_WET_INTERMEDIATE","1966","1971","Formula 1 — 3-litre/cross-ply-to-radial transition","Avon","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","2002","1993","IMSA GTP","Michelin","technical report","1"
"W04_WET_INTERMEDIATE","1987","1991","General Racing Tire","Goodyear","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1972","1976","IMSA GT — 1971-1981","Bridgestone/other","technical report","1"
"W04_WET_INTERMEDIATE","1950","1959","Historic Racing Reference","Pirelli","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1992","1993","Group C","Firestone","technical report","1"
"W04_WET_INTERMEDIATE","1977","1981","Sports racing / prototypes — 1972-1981","Dunlop","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1960","1963","Sports racing / prototypes — 1950-1963","Avon","technical report","1"
"W04_WET_INTERMEDIATE","1997","2001","GT2 / GTS — 1994-2004 sanction-specific","Pirelli","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1982","1986","Historic Racing Reference","Firestone","technical report","1"
"W04_WET_INTERMEDIATE","1966","1969","GT40-era endurance","Dunlop","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","2002","2010","Formula 3 — 1991-2010","Avon","technical report","1"
"W04_WET_INTERMEDIATE","1987","1991","World Rally Championship — 1987-2001","Michelin","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1977","1981","NASCAR stock car — 1972-1991","Firestone","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1960","1965","Historic Racing Reference","Dunlop","technical paper","1"
"W04_WET_INTERMEDIATE","1997","1969","Group 4 Sports Cars — 1966-1969","Avon","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1982","1986","Group C","Michelin","technical paper","1"
"W04_WET_INTERMEDIATE","1966","1971","Can-Am — original","Goodyear","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","2005","2010","GT2 / GTS — 2005-2010 sanction-specific","Bridgestone/other","technical paper","1"
"W04_WET_INTERMEDIATE","1987","1991","Historic Racing Reference","Pirelli","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1972","1976","Group 4 Special GT — 1970-1981","Firestone","technical paper","1"
"W04_WET_INTERMEDIATE","1950","1955","AAA Championship Car / Indianapolis","Dunlop","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1994","1996","BPR Global GT","Bridgestone/other","technical paper","1"
"W04_WET_INTERMEDIATE","1977","1981","Formula 2 — 1972-1984","Pirelli","supplier racing document","1"
"W04_WET_INTERMEDIATE","1997","2001","General Tire Mechanics","Dunlop","technical paper","1"
"W04_WET_INTERMEDIATE","1982","1986","NASCAR stock car — 1972-1991","Avon","government technical report","1"
"W04_WET_INTERMEDIATE","1966","1971","Historic Racing Reference","Michelin","supplier racing document","1"
"W04_WET_INTERMEDIATE","2002","1969","Group 4 Sports Cars — 1966-1969","Goodyear","government technical report","1"
"W04_WET_INTERMEDIATE","1987","1991","Group C","Bridgestone/other","supplier racing document","1"
"W04_WET_INTERMEDIATE","1972","1976","Sports racing / prototypes — 1972-1981","Pirelli","government technical report","1"
"W04_WET_INTERMEDIATE","1992","1996","Historic Racing Reference","Dunlop","government technical report","1"
"W04_WET_INTERMEDIATE","1977","1981","IMSA GT — 1971-1981","Avon","supplier racing document","1"
"W04_WET_INTERMEDIATE","1960","1965","USAC Championship Car / Indianapolis","Michelin","government technical report","1"
"W04_WET_INTERMEDIATE","1997","2001","FIA GT — 1997-2009","Goodyear","period technical/race article","1"
"W04_WET_INTERMEDIATE","1966","1969","Group 2 / ETCC — 1963-1969","Pirelli","technical report","1"
"W04_WET_INTERMEDIATE","2002","2010","General Tire Mechanics","Firestone","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1987","1991","NASCAR stock car — 1972-1991","Goodyear","technical report","1"
"W04_WET_INTERMEDIATE","1972","1976","Historic Racing Reference","Bridgestone/other","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1950","1959","Touring / saloon racing — pre-1963","Pirelli","technical report","1"
"W04_WET_INTERMEDIATE","1993","1996","Formula Ford — 1993-2010","Firestone","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1977","1981","Group 2 / ETCC — 1976-1981","Dunlop","technical report","1"
"W04_WET_INTERMEDIATE","1960","1965","Japanese GT / touring — pre-JGTC","Avon","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1997","2001","Historic Racing Reference","Michelin","technical report","1"
"W04_WET_INTERMEDIATE","1982","1986","IMSA GT — 1982-1993","Goodyear","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1966","1971","USAC Championship Car / Indianapolis","Bridgestone/other","technical report","1"
"W04_WET_INTERMEDIATE","2002","2009","FIA GT — 1997-2009","Pirelli","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1987","1991","International Formula 3000","Firestone","technical paper","1"
"W04_WET_INTERMEDIATE","1972","1975","Group 2 / ETCC — 1970-1975","Dunlop","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1950","1959","Formula 1 — early World Championship","Avon","technical paper","1"
"W04_WET_INTERMEDIATE","1993","1996","Le Mans Prototype transition","Michelin","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1977","1981","General Racing Tire","Goodyear","technical paper","1"
"W04_WET_INTERMEDIATE","1960","1962","Touring / saloon racing — pre-1963","Bridgestone/other","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1997","2001","Formula Ford — 1993-2010","Pirelli","technical paper","1"
"W04_WET_INTERMEDIATE","1982","1986","Group A touring — 1982-1992","Michelin","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1966","1971","Japanese GT / touring — pre-JGTC","Goodyear","technical paper","1"
"W04_WET_INTERMEDIATE","2002","2010","Historic Racing Reference","Bridgestone/other","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1987","1991","IMSA GT — 1982-1993","Pirelli","technical paper","1"
"W04_WET_INTERMEDIATE","1972","1976","USAC Championship Car / Indianapolis","Firestone","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1950","1959","Sports racing / prototypes — 1950-1963","Dunlop","technical paper","1"
"W04_WET_INTERMEDIATE","1992","1996","Formula 3 — 1991-2010","Avon","technical paper","1"
"W04_WET_INTERMEDIATE","1960","1965","Formula 1 — early World Championship","Goodyear","supplier racing document","1"
"W04_WET_INTERMEDIATE","1997","1999","Le Mans Prototype transition","Bridgestone/other","government technical report","1"
"W04_WET_INTERMEDIATE","1982","1986","General Racing Tire","Pirelli","period technical/race article","1"
"W04_WET_INTERMEDIATE","1966","1971","Trans-Am — 1966-1972","Firestone","government technical report","1"
"W04_WET_INTERMEDIATE","2002","2010","Formula Ford — 1993-2010","Dunlop","supplier racing document","1"
"W04_WET_INTERMEDIATE","1987","1991","Group A touring — 1982-1992","Avon","government technical report","1"
"W04_WET_INTERMEDIATE","1950","1959","Sports racing / prototypes — 1950-1963","Goodyear","government technical report","1"
"W04_WET_INTERMEDIATE","1994","1996","GT2 / GTS — 1994-2004 sanction-specific","Bridgestone/other","supplier racing document","1"
"W04_WET_INTERMEDIATE","1977","1981","Historic Racing Reference","Avon","government technical report","1"
"W04_WET_INTERMEDIATE","1960","1963","Sports racing / prototypes — 1950-1963","Michelin","period technical/race article","1"
"W04_WET_INTERMEDIATE","2002","1993","IMSA GTP","Firestone","technical report","1"
"W04_WET_INTERMEDIATE","1987","1991","General Racing Tire","Dunlop","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1972","1976","IMSA GT — 1971-1981","Avon","technical report","1"
"W04_WET_INTERMEDIATE","1950","1959","Historic Racing Reference","Michelin","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1992","1993","Group C","Goodyear","technical report","1"
"W04_WET_INTERMEDIATE","1977","1981","Sports racing / prototypes — 1972-1981","Bridgestone/other","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1997","2001","GT2 / GTS — 1994-2004 sanction-specific","Firestone","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1982","1986","Historic Racing Reference","Dunlop","technical report","1"
"W04_WET_INTERMEDIATE","1966","1969","GT40-era endurance","Avon","period race report / technical feature","1"
"W04_WET_INTERMEDIATE","1987","1991","World Rally Championship — 1987-2001","Goodyear","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1950","1959","Touring / saloon racing — pre-1963","Avon","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1992","1996","General Tire Mechanics","Michelin","technical paper","1"
"W04_WET_INTERMEDIATE","1977","1981","NASCAR stock car — 1972-1991","Goodyear","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1960","1965","Historic Racing Reference","Bridgestone/other","technical paper","1"
"W04_WET_INTERMEDIATE","1997","1969","Group 4 Sports Cars — 1966-1969","Pirelli","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","1982","1986","Group C","Firestone","technical paper","1"
"W04_WET_INTERMEDIATE","1966","1971","Can-Am — original","Dunlop","supplier motorsport document","1"
"W04_WET_INTERMEDIATE","2005","2010","GT2 / GTS — 2005-2010 sanction-specific","Avon","technical paper","1"
"W04_WET_INTERMEDIATE","1987","1991","Historic Racing Reference","Michelin","supplier motorsport document","1"
